name,retinue,weapon,shield,armor,ranged,tiltyard,size,tags,playstyle,wins,losses,mut_wipe,indecisive,n_battles,win_rate,loss_rate,decisive_rate,decisive_win_rate,avg_self_survivors,avg_opp_survivors,kill_efficiency,upkeep_per_retinue,army_upkeep,wins_per_1000_upkeep,military_pursuit_count,domain_count,pursuits
"MaA/Daggers/Leather [Outr:once, Cond+1, ApoHeal, Rend, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Outrider: once,Regenerate 5,Regenerate Reroll,Rend",Random,40847,9713,41900,1590,94050,0.4343,0.1033,0.9831,0.8079,10.11,2.72,7.39,1600,80000,510.59,10,25,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Coliseum|Furnace|Hospitaller|Infirmary|MWRend|Outrider Intercept Post|Tannery
"MaA/Daggers/Leather [Poison, Cond+1, ApoHeal, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll",Random,64521,9196,44809,924,119450,0.5402,0.0770,0.9923,0.8753,13.03,1.61,11.43,1800,90000,716.90,8,12,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|Tannery|Toxicarium
"MaA/ShortSword/Kite/Leather [Poison, Cond+1, ApoHeal, Regen 5, Reroll]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll",Random,68002,8325,42169,954,119450,0.5693,0.0697,0.9920,0.8909,14.20,1.71,12.48,1600,80000,850.02,10,15,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|Tannery|Toxicarium
"MaA/Spears/Kite/Leather [Poison, Cond+1, ApoHeal, Regen 5, Reroll]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll",Random,73046,6760,38764,880,119450,0.6115,0.0566,0.9926,0.9153,15.53,1.15,14.38,1600,80000,913.08,10,15,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|Tannery|Toxicarium
"MaA/Longbow/Leather [Poison, Cond+1, ApoHeal, Regen 5, Reroll]",Man-at-Arms,,,Leather,Longbow,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll",Random,99942,1820,16866,822,119450,0.8367,0.0152,0.9931,0.9821,27.59,0.47,27.13,1600,80000,1249.28,10,12,Animal Husbandry|Apothecary|Carpentry|Coliseum|Fletchery|Furnace|Hospitaller|Infirmary|Tannery|Toxicarium
"MaA/Daggers/Leather [Poison, Cond+1, ApoHeal, Rend, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Rend",Random,64672,9178,44722,878,119450,0.5414,0.0768,0.9926,0.8757,13.10,1.50,11.60,1600,80000,808.40,9,18,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|MWRend|Tannery|Toxicarium
"MaA/Daggers/Leather [Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Unshakable",Random,25191,39498,11718,743,77150,0.3265,0.5120,0.9904,0.3894,8.20,15.56,-7.36,1800,90000,279.90,5,16,Animal Husbandry|Coliseum|Furnace|Preceptory|Tannery
"MaA/ShortSword/Kite/Leather [Unshakable, Cond+1]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Cond Field,Unshakable",Random,25828,36579,13986,757,77150,0.3348,0.4741,0.9902,0.4139,8.97,15.44,-6.47,1600,80000,322.85,7,19,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|Preceptory|Tannery
"MaA/Spears/Kite/Leather [Unshakable, Cond+1]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Cond Field,Unshakable",Random,27324,35059,14073,694,77150,0.3542,0.4544,0.9910,0.4380,9.46,12.31,-2.85,1600,80000,341.55,7,19,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|Preceptory|Tannery
"MaA/Longbow/Leather [Unshakable, Cond+1]",Man-at-Arms,,,Leather,Longbow,False,50,"Cond Field,Unshakable",Random,51112,18719,6604,715,77150,0.6625,0.2426,0.9907,0.7319,17.58,5.58,12.00,1600,80000,638.90,7,16,Animal Husbandry|Carpentry|Coliseum|Fletchery|Furnace|Preceptory|Tannery
"MaA/Daggers/Leather [Outr:once, Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Outrider: once,Unshakable",Random,12672,31185,10062,881,54800,0.2312,0.5691,0.9839,0.2889,6.68,17.42,-10.74,1800,90000,140.80,8,26,Animal Husbandry|Caravanery|Cipher Chamber|Coliseum|Furnace|Outrider Intercept Post|Preceptory|Tannery
"MaA/Longbow/Leather [Outr:once, Unshakable, Cond+1]",Man-at-Arms,,,Leather,Longbow,False,50,"Cond Field,Outrider: once,Unshakable",Random,34270,14019,5601,910,54800,0.6254,0.2558,0.9834,0.7097,17.62,6.47,11.15,1600,80000,428.38,10,26,Animal Husbandry|Caravanery|Carpentry|Cipher Chamber|Coliseum|Fletchery|Furnace|Outrider Intercept Post|Preceptory|Tannery
"MaA/Daggers/Leather [Outr:every, Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Outrider: every,Unshakable",Random,14051,24974,10999,4776,54800,0.2564,0.4557,0.9128,0.3601,9.63,15.84,-6.21,1800,90000,156.12,10,26,Animal Husbandry|Caravanery|Cipher Chamber|Coliseum|Furnace|Outrider Intercept Post|Outrider Mastery|Preceptory|Tannery
"MaA/Daggers/Leather [Rend, Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Rend,Unshakable",Random,25156,39533,11724,737,77150,0.3261,0.5124,0.9904,0.3889,8.26,15.13,-6.88,1600,80000,314.45,6,22,Animal Husbandry|Coliseum|Furnace|MWRend|Preceptory|Tannery
"MaA/ShortSword/Kite/Leather [Cond+1, Unshakable, Rend]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Cond Field,Rend,Unshakable",Random,25741,36803,13886,720,77150,0.3336,0.4770,0.9907,0.4116,9.01,15.13,-6.12,1400,70000,367.73,8,22,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|MWRend|Preceptory|Tannery
"MaA/Spears/Kite/Leather [Cond+1, Unshakable, Rend]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Cond Field,Rend,Unshakable",Random,27380,35229,13821,720,77150,0.3549,0.4566,0.9907,0.4373,9.58,11.87,-2.29,1400,70000,391.14,8,22,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|MWRend|Preceptory|Tannery
"MaA/Longbow/Leather [Cond+1, Unshakable, Rend]",Man-at-Arms,,,Leather,Longbow,False,50,"Cond Field,Rend,Unshakable",Random,52420,17454,6562,714,77150,0.6795,0.2262,0.9907,0.7502,18.13,4.36,13.77,1400,70000,748.86,8,22,Animal Husbandry|Carpentry|Coliseum|Fletchery|Furnace|MWRend|Preceptory|Tannery
"MaA/Daggers/Leather [Poison, Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Poison,Unshakable",Random,26514,38220,11674,742,77150,0.3437,0.4954,0.9904,0.4096,8.72,13.96,-5.24,1800,90000,294.60,7,19,Animal Husbandry|Coliseum|Furnace|Preceptory|Tannery|Toxicarium
"MaA/ShortSword/Kite/Leather [Poison, Unshakable, Cond+1]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Cond Field,Poison,Unshakable",Random,28004,34979,13422,745,77150,0.3630,0.4534,0.9903,0.4446,9.64,13.17,-3.53,1600,80000,350.05,9,22,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|Preceptory|Tannery|Toxicarium
"MaA/Spears/Kite/Leather [Poison, Unshakable, Cond+1]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Cond Field,Poison,Unshakable",Random,30283,32957,13161,749,77150,0.3925,0.4272,0.9903,0.4789,10.42,10.84,-0.42,1600,80000,378.54,9,22,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|Preceptory|Tannery|Toxicarium
"MaA/Longbow/Leather [Poison, Unshakable, Cond+1]",Man-at-Arms,,,Leather,Longbow,False,50,"Cond Field,Poison,Unshakable",Random,53880,16728,5861,681,77150,0.6984,0.2168,0.9912,0.7631,18.78,5.00,13.78,1600,80000,673.50,9,19,Animal Husbandry|Carpentry|Coliseum|Fletchery|Furnace|Preceptory|Tannery|Toxicarium
"MaA/Daggers/Leather [Poison, Outr:once, Unshakable, Cond+1]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Outrider: once,Poison,Unshakable",Random,13854,30071,9927,948,54800,0.2528,0.5487,0.9827,0.3154,7.26,15.54,-8.28,1800,90000,153.93,10,26,Animal Husbandry|Caravanery|Cipher Chamber|Coliseum|Furnace|Outrider Intercept Post|Preceptory|Tannery|Toxicarium
"MaA/Daggers/Leather [Poison, Cond+1, Unshakable, Rend]",Man-at-Arms,Daggers,,Leather,,False,50,"Cond Field,Poison,Rend,Unshakable",Random,26543,38091,11805,711,77150,0.3440,0.4937,0.9908,0.4107,8.74,13.37,-4.63,1600,80000,331.79,8,25,Animal Husbandry|Coliseum|Furnace|MWRend|Preceptory|Tannery|Toxicarium
"MaA/ShortSword/Kite/Leather [Poison, Rend, Unshakable, Cond+1]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Cond Field,Poison,Rend,Unshakable",Random,28122,34870,13374,784,77150,0.3645,0.4520,0.9898,0.4464,9.77,12.67,-2.91,1400,70000,401.74,10,25,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|MWRend|Preceptory|Tannery|Toxicarium
"MaA/Spears/Kite/Leather [Poison, Rend, Unshakable, Cond+1]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Cond Field,Poison,Rend,Unshakable",Random,30247,32793,13367,743,77150,0.3921,0.4251,0.9904,0.4798,10.46,10.19,0.27,1400,70000,432.10,10,25,Animal Husbandry|Carpentry|Coliseum|Furnace|Joinery|MWRend|Preceptory|Tannery|Toxicarium
"MaA/Longbow/Leather [Poison, Rend, Unshakable, Cond+1]",Man-at-Arms,,,Leather,Longbow,False,50,"Cond Field,Poison,Rend,Unshakable",Random,55454,15135,5858,703,77150,0.7188,0.1962,0.9909,0.7856,19.43,3.74,15.68,1400,70000,792.20,10,25,Animal Husbandry|Carpentry|Coliseum|Fletchery|Furnace|MWRend|Preceptory|Tannery|Toxicarium
"MaA/Daggers/Leather [Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Unshakable",Random,40197,4636,31509,808,77150,0.5210,0.0601,0.9895,0.8966,16.08,1.20,14.88,1800,90000,446.63,7,16,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/ShortSword/Kite/Leather [Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Unshakable",Random,40588,4428,31383,751,77150,0.5261,0.0574,0.9903,0.9016,16.63,1.37,15.26,1600,80000,507.35,9,19,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|Preceptory|Tannery
"MaA/Spears/Kite/Leather [Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Unshakable",Random,44285,3457,28666,742,77150,0.5740,0.0448,0.9904,0.9276,18.47,0.84,17.63,1600,80000,553.56,9,19,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|Preceptory|Tannery
"MaA/Longbow/Leather [Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,,,Leather,Longbow,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Unshakable",Random,64384,447,11610,709,77150,0.8345,0.0058,0.9908,0.9931,30.35,0.41,29.94,1600,80000,804.80,9,16,Animal Husbandry|Apothecary|Carpentry|Coliseum|Fletchery|Furnace|Hospitaller|Infirmary|Preceptory|Tannery
"MaA/Daggers/Leather [Outr:once, Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Outrider: once,Regenerate 5,Regenerate Reroll,Unshakable",Random,24403,4099,25401,897,54800,0.4453,0.0748,0.9836,0.8562,13.20,1.74,11.46,1800,90000,271.14,10,26,Animal Husbandry|Apothecary|Caravanery|Cipher Chamber|Coliseum|Furnace|Hospitaller|Infirmary|Outrider Intercept Post|Preceptory|Tannery
"MaA/Daggers/Leather [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,40210,4652,31474,814,77150,0.5212,0.0603,0.9894,0.8963,16.11,1.18,14.93,1600,80000,502.62,8,22,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/ShortSword/Kite/Leather [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Short Sword,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,40567,4455,31381,747,77150,0.5258,0.0577,0.9903,0.9010,16.69,1.34,15.35,1400,70000,579.53,10,22,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|MWRend|Preceptory|Tannery
"MaA/Spears/Kite/Leather [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Spears,Kite Shield,Leather,,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,44271,3521,28603,755,77150,0.5738,0.0456,0.9902,0.9263,18.55,0.83,17.72,1400,70000,632.44,10,22,Animal Husbandry|Apothecary|Carpentry|Coliseum|Furnace|Hospitaller|Infirmary|Joinery|MWRend|Preceptory|Tannery
"MaA/Longbow/Leather [Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,,,Leather,Longbow,False,50,"Apothecary Heal,Cond Field,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,67347,255,8864,684,77150,0.8729,0.0033,0.9911,0.9962,31.85,0.37,31.48,1400,70000,962.10,10,22,Animal Husbandry|Apothecary|Carpentry|Coliseum|Fletchery|Furnace|Hospitaller|Infirmary|MWRend|Preceptory|Tannery
"MaA/Daggers/Leather [Poison, Cond+1, ApoHeal, Unshakable, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Unshakable",Random,43736,3918,28714,782,77150,0.5669,0.0508,0.9899,0.9178,17.75,0.96,16.78,1800,90000,485.96,9,19,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|Preceptory|Tannery|Toxicarium
"MaA/Daggers/Leather [Poison, Cond+1, ApoHeal, Unshakable, Rend, Regen 5, Reroll]",Man-at-Arms,Daggers,,Leather,,False,50,"Apothecary Heal,Cond Field,Poison,Regenerate 5,Regenerate Reroll,Rend,Unshakable",Random,43853,3849,28683,765,77150,0.5684,0.0499,0.9901,0.9193,17.87,0.91,16.96,1600,80000,548.16,10,25,Animal Husbandry|Apothecary|Coliseum|Furnace|Hospitaller|Infirmary|MWRend|Preceptory|Tannery|Toxicarium
Lev/Pike/Cloth [Outr:once],Levy,Pike,,Cloth,,False,50,Outrider: once,Random,53,76200,16192,1605,94050,0.0006,0.8102,0.9829,0.0007,0.86,27.91,-27.05,800,40000,1.32,5,16,Blacksmith|Caravanery|Cipher Chamber|Levy Hall|Outrider Intercept Post
Lev/Halberd/Cloth [Outr:once],Levy,Halberd,,Cloth,,False,50,Outrider: once,Random,59,76184,16179,1628,94050,0.0006,0.8100,0.9827,0.0008,0.87,29.39,-28.52,800,40000,1.48,5,16,Blacksmith|Caravanery|Cipher Chamber|Levy Hall|Outrider Intercept Post
Lev/BattleAxe/Cloth [Outr:once],Levy,Battle Axe,,Cloth,,False,50,Outrider: once,Random,15,76315,16233,1487,94050,0.0002,0.8114,0.9842,0.0002,0.79,28.53,-27.74,800,40000,0.38,5,16,Blacksmith|Caravanery|Cipher Chamber|Levy Hall|Outrider Intercept Post
Lev/Pike/Cloth [Outr:every],Levy,Pike,,Cloth,,False,50,Outrider: every,Random,316,71382,15384,6968,94050,0.0034,0.7590,0.9259,0.0044,2.41,26.02,-23.61,1000,50000,6.32,6,13,Blacksmith|Caravanery|Cipher Chamber|Outrider Intercept Post|Outrider Mastery
Lev/Halberd/Cloth [Outr:every],Levy,Halberd,,Cloth,,False,50,Outrider: every,Random,420,71423,15268,6939,94050,0.0045,0.7594,0.9262,0.0058,2.41,27.28,-24.88,1000,50000,8.40,6,13,Blacksmith|Caravanery|Cipher Chamber|Outrider Intercept Post|Outrider Mastery
Lev/BattleAxe/Cloth [Outr:every],Levy,Battle Axe,,Cloth,,False,50,Outrider: every,Random,104,71350,15614,6982,94050,0.0011,0.7586,0.9258,0.0015,2.38,26.07,-23.69,1000,50000,2.08,6,13,Blacksmith|Caravanery|Cipher Chamber|Outrider Intercept Post|Outrider Mastery
Lev/Pike/Cloth [Rend],Levy,Pike,,Cloth,,False,50,Rend,Random,42,89068,29510,830,119450,0.0004,0.7457,0.9931,0.0005,0.26,24.97,-24.72,600,30000,1.40,5,9,Blacksmith|Carpentry|Joinery|Levy Hall|MWRend
Lev/Halberd/Cloth [Rend],Levy,Halberd,,Cloth,,False,50,Rend,Random,68,89107,29396,879,119450,0.0006,0.7460,0.9926,0.0008,0.28,26.56,-26.28,600,30000,2.27,5,9,Blacksmith|Carpentry|Joinery|Levy Hall|MWRend
Lev/BattleAxe/Cloth [Rend],Levy,Battle Axe,,Cloth,,False,50,Rend,Random,13,89059,29498,880,119450,0.0001,0.7456,0.9926,0.0001,0.27,26.04,-25.77,600,30000,0.43,5,9,Blacksmith|Carpentry|Joinery|Levy Hall|MWRend
"Lev/Pike/Cloth [Outr:once, Rend]",Levy,Pike,,Cloth,,False,50,"Outrider: once,Rend",Random,44,76291,16173,1542,94050,0.0005,0.8112,0.9836,0.0006,0.83,27.09,-26.27,800,40000,1.10,5,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post
"Lev/Halberd/Cloth [Outr:once, Rend]",Levy,Halberd,,Cloth,,False,50,"Outrider: once,Rend",Random,59,76212,16200,1579,94050,0.0006,0.8103,0.9832,0.0008,0.85,28.60,-27.75,800,40000,1.48,5,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post
"Lev/BattleAxe/Cloth [Outr:once, Rend]",Levy,Battle Axe,,Cloth,,False,50,"Outrider: once,Rend",Random,20,76262,16128,1640,94050,0.0002,0.8109,0.9826,0.0003,0.87,27.77,-26.89,800,40000,0.50,5,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post
"Lev/Pike/Cloth [Outr:every, Rend]",Levy,Pike,,Cloth,,False,50,"Outrider: every,Rend",Random,310,71578,15274,6888,94050,0.0033,0.7611,0.9268,0.0043,2.37,25.06,-22.69,800,40000,7.75,7,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/Halberd/Cloth [Outr:every, Rend]",Levy,Halberd,,Cloth,,False,50,"Outrider: every,Rend",Random,414,71360,15241,7035,94050,0.0044,0.7587,0.9252,0.0058,2.44,26.39,-23.95,800,40000,10.35,7,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post|Outrider Mastery
"Lev/BattleAxe/Cloth [Outr:every, Rend]",Levy,Battle Axe,,Cloth,,False,50,"Outrider: every,Rend",Random,91,71419,15648,6892,94050,0.0010,0.7594,0.9267,0.0013,2.36,25.07,-22.71,800,40000,2.27,7,16,Blacksmith|Caravanery|Cipher Chamber|MWRend|Outrider Intercept Post|Outrider Mastery
Lev/Arming/Scutum/Chain,Levy,Arming Sword,Scutum Shield,Chainmail,,False,50,,Random,1118,86024,31406,902,119450,0.0094,0.7202,0.9924,0.0128,0.49,25.18,-24.69,400,20000,55.90,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Joinery|Tannery
Lev/Pike/Chain,Levy,Pike,,Chainmail,,False,50,,Random,51,88013,30557,829,119450,0.0004,0.7368,0.9931,0.0006,0.27,25.04,-24.77,600,30000,1.70,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Joinery|Tannery
Lev/Flail/Scutum/Chain,Levy,Flail,Scutum Shield,Chainmail,,False,50,,Random,2622,85667,30259,902,119450,0.0220,0.7172,0.9924,0.0297,0.74,22.35,-21.61,400,20000,131.10,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Joinery|Tannery
Lev/Halberd/Chain,Levy,Halberd,,Chainmail,,False,50,,Random,68,88089,30437,856,119450,0.0006,0.7375,0.9928,0.0008,0.28,26.48,-26.20,600,30000,2.27,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Joinery|Tannery
Lev/BattleAxe/Chain,Levy,Battle Axe,,Chainmail,,False,50,,Random,11,88125,30477,837,119450,0.0001,0.7378,0.9930,0.0001,0.26,25.94,-25.68,600,30000,0.37,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Joinery|Tannery
Lev/HuntBow/Chain,Levy,,,Chainmail,Hunting Bow,False,50,,Random,21,88100,30478,851,119450,0.0002,0.7375,0.9929,0.0002,0.27,29.51,-29.24,400,20000,1.05,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Fletchery|Tannery
Lev/Longbow/Chain,Levy,,,Chainmail,Longbow,False,50,,Random,3439,86598,28554,859,119450,0.0288,0.7250,0.9928,0.0382,0.69,17.30,-16.61,400,20000,171.95,5,3,Animal Husbandry|Armory|Blacksmith|Carpentry|Fletchery|Tannery
"MaA/Pike+Longbow/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Pike,,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy",Random,51932,48098,18542,878,119450,0.4348,0.4027,0.9926,0.5192,9.20,9.69,-0.49,1400,70000,741.89,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/Pike+Javelin/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Pike,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,46458,52753,19388,851,119450,0.3889,0.4416,0.9929,0.4683,8.06,11.11,-3.05,1400,70000,663.69,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/Halberd+Longbow/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Halberd,,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy",Random,51026,49964,17571,889,119450,0.4272,0.4183,0.9926,0.5053,9.01,10.72,-1.70,1400,70000,728.94,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/Halberd+Javelin/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Halberd,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,46595,54004,17959,892,119450,0.3901,0.4521,0.9925,0.4632,8.01,12.19,-4.18,1400,70000,665.64,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/BattleAxe+Longbow/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Battle Axe,,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy",Random,45657,53310,19529,954,119450,0.3822,0.4463,0.9920,0.4613,7.79,11.65,-3.86,1400,70000,652.24,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/BattleAxe+Javelin/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Battle Axe,,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,42358,56569,19650,873,119450,0.3546,0.4736,0.9927,0.4282,7.11,13.14,-6.02,1400,70000,605.11,7,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Tannery|Tiltyard
"MaA/Arming+Longbow/Scutum/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Arming Sword,Scutum Shield,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy",Random,61481,23159,33958,852,119450,0.5147,0.1939,0.9929,0.7264,12.88,5.03,7.85,1200,60000,1024.68,8,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Joinery|Tannery|Tiltyard
"MaA/Arming+Javelin/Scutum/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Arming Sword,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,57543,25198,35851,858,119450,0.4817,0.2110,0.9928,0.6955,11.99,5.72,6.26,1200,60000,959.05,8,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Joinery|Tannery|Tiltyard
"MaA/Flail+Longbow/Scutum/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Flail,Scutum Shield,Chainmail,Longbow,True,50,"Cond Field,Immune Unwieldy",Random,69789,19566,29244,851,119450,0.5843,0.1638,0.9929,0.7810,14.98,4.03,10.94,1200,60000,1163.15,8,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Joinery|Tannery|Tiltyard
"MaA/Flail+Javelin/Scutum/Chain (TY) [ImmU, Cond+1]",Man-at-Arms,Flail,Scutum Shield,Chainmail,Javelin,True,50,"Cond Field,Immune Unwieldy",Random,65641,22055,30895,859,119450,0.5495,0.1846,0.9928,0.7485,13.72,4.68,9.04,1200,60000,1094.02,8,9,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Joinery|Tannery|Tiltyard
"MaA/Pike+Longbow/Chain (TY) [Drilled, Nimble, Cond+1, ImmU, Immune Strain]",Man-at-Arms,Pike,,Chainmail,Longbow,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble",Random,66348,41231,5834,887,114300,0.5805,0.3607,0.9922,0.6167,12.97,9.09,3.87,1400,70000,947.83,9,13,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Royal Pavilion|Tannery|Tiltyard
"MaA/Pike+Javelin/Chain (TY) [Drilled, Nimble, Cond+1, ImmU, Immune Strain]",Man-at-Arms,Pike,,Chainmail,Javelin,True,50,"Cond Field,Drilled,Immune Strain,Immune Unwieldy,Nimble",Random,62294,45199,5944,863,114300,0.5450,0.3954,0.9924,0.5795,11.85,10.36,1.50,1400,70000,889.91,9,13,Animal Husbandry|Armory|Blacksmith|Carpentry|Coliseum|Fletchery|Royal Pavilion|Tannery|Tiltyard
